,comment,like,time,title_list
0,"난 일본도 일본이지만, 북미도 뚫린거 보면 참 격세지감급으로 느낀다.내가 625세대는 아니지만, 정말 거지 같이 못살던 나라에서 전세계가 사랑 하는 문화 컨텐츠를 만드는 나라가 되다니.문화 전파야 말로 상대적인거라서, 쉽지 않은 것인데.",507,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
1,"저하고 동년배로보이시는대 저도 같은 생각을 가지고 은근히 자부심도 느끼고 있는데 이것도 그리 오래갈거는 같지않습니다저출산 셰계1위 후유증으로 지금 기획사에서 아이돌 구하는데 극심한 어려움이 있다는거 공공연한 비밀입니다,,",37,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
2," @user-wnrdmfeRkWlwkfwk  이건 좀 과장입니다. 100만명 태어나던 아이가 25만명 태어나면 100대 1의 경쟁률이 25대의 1의 경쟁률로 주는 것이지 아이돌 구하는 ""극심한"" 어려움이 있다고요? 언론의 과장과 기획사의 엄살을 너무 곧이 곧대로 믿으시는듯. 그리고 여담으로 지금 청년 실업 심하지요? 그건 일자리보다 청년이 많다는 의미입니다.아. 저출산이 희망이다 이런 개소리는 당연히 아니니 오해는 마시고요.",38,3 weeks ago (edited),일본 국민방송을 한류가 점령하게 된 이유
3, @user-vl5qj1dv4h 극심한 어려움 맞아요... 남자아이돌들은 연습생 구하기가 힘들다고 실제로 관계자들 하나같이 말하는데요. 인재풀이 줄어들었으니 당연한거죠;;,33,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
4, @user-vl5qj1dv4h 그 100만명이 전부다 아이돌 지망생인가요? 그리고 100명에서 25명으로 줄면 당연히 인재풀도 줄어드는거겠죠? 이미 외국인 멤버들이 늘어나고 해외 로컬 오디션 그룹들이 늘어나는건 현재진행형입니다,11,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
5, @user-vl5qj1dv4h  아이돌이 무슨 일반 회사원 뽑는 것도 아니고 어중간한 아이돌 지망생은 많지만 0.1티어 급이 없다는 거 아니겠습니까,15,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
6,예전부터 남자들은 음악을 해도 아이돌을 하고 싶어하는 비율이 적기도 해서 남자아이돌 지망생은 구하기는 엄청 힘든게 맞긴 합니다,13,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
7, @user-bg8qx8hk7c  진짜 언론이 말하면 곧이곧대로 믿는 단순함. 지금 아이돌 나이를 보세요. 이 아이들 이미 저출산 세대여요. 그리고 잘생기고 끼있는 남자애가 아이돌 왜 지망해요? 남자 아이돌 후보 부족 이유는 조금만 검색하면 나오니 찾아 보세요. 한마디로 잘생긴.남자는 고된 아이돌에 지망할 이유가 없다입니다.,14,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
8,뭐 노력의 결실이지요 bts 있기까지 수많은 노력과 시도가 있었으니까요,4,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
9,대단하긴한데 피카츄선에서 정리된다는게 안타깝긴함,8,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
10,K팝 장르를 따로 두는걸보면 주류문화의 차별이라 생각됩니다만,2,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
11,나 중고딩때는 아무로나미에 엑스제팬 스피드 등 j-pop을 어둠의 경로로 구해서 들으면서 감동했었는데 이젠 우리나라 아이돌들이 일본에 영향력을 미친다는게 정말 많이 변했네요,207,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
12,미투,6,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
13,반대로 쟈니스 사태가 진정되면 다시 인기는 식을 거 같음 워낙 문화 강국이고 폐쇄적인 나라라,4,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
14,네 저도 X 팬이었음. 이번에 MAMA에 요시키 참전한다고 함. 지금은 Kpop이 Jpop에 영향을 주는 시대가 되었지요.,5,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
15,아이돌과 가수가 분리되어 있는 시장이긴 하지만 타국에서 그정도의 성과를 냈다는건 대단함.,1,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
16,사실 x나 아무로나미에등은 지금까지도 클래스가 있는 음악이긴 하죠,0,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
17,전 우타다 히카루요 ㅋㅋ,4,2 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
18," @bro_ujinsoo  네 저도 우타다 거의 전곡 다 좋아해요. 뉴욕살던 개쩌는 여고생이 일본 들어와서 만들기 시작한 미국식 R&B 음악들이라, 지금 들어도 괜찮음. 전형적인 Jpop같지 않아서 좋았죠.",1,2 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
19, @bro_ujinsoo 저도 히키 숨지게 좋아함,0,2 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
20,대충 00후반 기점으로 제이팝 듣던 애들 대부분 이탈함.... 이거도 좀 좋은 노래좀 들으려 해도 안나와서 포기했지,0,10 days ago,일본 국민방송을 한류가 점령하게 된 이유
21,"그때, 에반겔리온 나와서 친구들이랑 불법 복제된 비됴 돌려보고 그랬잖음 ㅋ마진가 Z이런것마 보다가 에반겔리온... 신세계 그 잡체였는데...ㅋ ""AT 필드 전개!""를 누가 생각했겠냐고 그 당시에...ㅋ'신토불이'운동이 그때 하도 일제, 미제 사람들이 찾아서 상대적으로 일어났던 '신토불이' ㅋㅋㅋ 우리 것이 좋은 것이여~ㅋ그때, 울집 신토불이 그래서 금성 카세트 3형제가 하나씩 샀다가 개피봤잖음 ㅋㅋㅋ 소니보다 더 비싼데, 성능 개구렸었음. ",1,6 days ago,일본 국민방송을 한류가 점령하게 된 이유
22,한류가 잘되고 있다니 자랑스럽고 보기좋네요,77,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
23,언제나 대한민국 사람들이 일본을 제대로 이해 할 수 있도록 좋은 컨텐츠를 올려 주셔서 정말 고맙게 생각합니다.  항상 건강하세요~~,53,3 weeks ago,일본 국민방송을 한류가 점령하게 된 이유
