,comment,like,time,title_list
0,"결혼 예정에 없는 미혼인데도 언니가 임신, 출산 얘기해주면 어디에서도 들을 수 없는 이야기 듣고 공부되는 느낌이라 정말 너무 좋아요. 모르는 영역에 대해서 새로 알게 되어서 좋고, 사실 누군가에게 물어보기 민망한? 부분도 있는데 언니가 그런 거 알려줘서 도움이 많이 된답니다 🫶️",818,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
1,너무 공감….,0,2 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
2,강빈이 같은 애기를 한 번 더 볼 수 있다니 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ임신 축하드립니다!,787,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
3,5:00 부탁하는 강빈이 진짜 너무 귀엽다... 무슨 부탁이든 다 들어줄게...,372,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
4,아기천사 찾아온 거 넘 넘 축하해요️,643,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
5,깅츠니씨가 누나 임신했다고 신이 났는데 내적으로만 설레여하고 티 안낼라고 괜히 누나 뭐 챙겨주고 싶고 말걸고 싶고 이러는거 보인다요 귀엽 :),190,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
6,언니 며칠 전 무물 스토리 보고 속상해가지고 ㅠㅠㅠ 이상한 말 하는 사람들도 있지만 이 순간 행복하게 보냈으면 좋겠어요 몸 건강히 강빈이 동생도 무사히 순산했으면  오랜 구독자로서 늘 응원할게효,533,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
7,진짜 임신무새니..기혼감성이니..너무 충격적이었어요 그렇게 말하는 사람 전혀 신경쓰지 않우셨으면..!!!!!!,191,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
8,그런사람들 다 결혼관심엄ㅅ는 뷰티만 보는 어린애들이거나 결혼못한 노처녀일듯ㅋㅋㅋ 저도 놀랫어요 그치만 저같은 임산부나 기혼자들에겐 너무 유용한정보인걸~~~ㅎㅎ,87,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
9,저도 똑같았어요ㅠㅠㅠㅠㅠㅠ 무물보고 속상하긴 첨이였어요ㅠㅠㅠ,74,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
10,그러니깐요 본인 예민한만큼 남도 배려해주면 좋을텐디...,59,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
11,저도 놀랐어요ㅋㅋㅋ 세상엔 참 다양한 인간이 사는구나 싶었네요... 결혼하면 너무 당연한 이야기인데 그걸 그렇게 꼬아서 받아들이다니...,66,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
12,"미혼,20대 중반인 저도 어이가 없어서 진짜 화남요ㅠ 예의라곤 1도 없는 벌레들;",42,3 weeks ago (edited),"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
13,그런 말들 신경쓰지말고 20대 초반 미혼에게도 너무 유익한 정보들이라는거 꼭 아셨으면 좋겠어요!!,23,3 weeks ago,"극초기 임산부 일상🤰🏻 임신3주차, 취요남 고기, 복국, 먹방, 샐러드마스터"
