,comment,like,time,title_list
0,진짜 계속 보면서 느끼는 건데 코마님 마크에 대한 지식이나 트랩에 대해서 너무 잘 알고 계셔서 보는 내내 소름이 돋네요 ㄷㄷ,578,1 month ago,유튜버 4인의 땅따먹기 멸망전
1,코마 트랩 종류 모음집같은거 보고싶다,5,1 month ago,유튜버 4인의 땅따먹기 멸망전
2,우리 콤큐가 좀 멍청해보이지만 똑똑한 아이에요,7,3 weeks ago,유튜버 4인의 땅따먹기 멸망전
3,근데 코마 갑자기 마크계 유명인이 됨;;; 섭외력이;;,2,2 weeks ago,유튜버 4인의 땅따먹기 멸망전
4,하픽 고인물(전)이 트롤러이면 생기는 일 ㅋㅋ,0,13 days ago,유튜버 4인의 땅따먹기 멸망전
5,트랩 진짜 상대팀 생방 다 소름만 치고 있었을 정도로 대단했는데..,780,1 month ago,유튜버 4인의 땅따먹기 멸망전
6,어머 진짜요??? 전 코마님 생방만 봐서... 그정도였다니 엄청 뿌듯하네여ㅋㅋㅋㅋㅋ,39,1 month ago,유튜버 4인의 땅따먹기 멸망전
7,엔더 귀환도 대단했음 서로 전략을 잘짠듯,95,4 weeks ago,유튜버 4인의 땅따먹기 멸망전
8,영상만 봐도 진짜 고수느낌 확 나긴 해 ㅋㅋㅋ,5,9 days ago,유튜버 4인의 땅따먹기 멸망전
9,4주차를 1주차처럼 깔끔하게 편집한 코마님 멋있다,387,1 month ago,유튜버 4인의 땅따먹기 멸망전
10,이게 젊음에 피줄?,0,13 days ago,유튜버 4인의 땅따먹기 멸망전
11,이번 서버 너무 수고하셨습니다! 12시간짜리를 36분으로.. 코마님은 초반부터 죽으셔서..ㅋ 너무 재밌었는데 마지막까지 열심히 트랩 짜시고 대단하십니다!,133,1 month ago,유튜버 4인의 땅따먹기 멸망전
12,코마님 특유의 이 빠른 진행과 편집 방식이 너무 좋다 진짜 ㅋㅋㅋ,62,1 month ago (edited),유튜버 4인의 땅따먹기 멸망전
