,comment,like,time,title_list
0,"특허출원을 마친 '소금우유 도우'로 쫄깃 고소한 '노모어 피자'가 궁금하다면 https://nomorepizza.co.kr헤트라스 블랙 프라이데이 세일단 '7일'만 공식몰 최대 57% 할인 중!- 500ml 대용량 디퓨저 2개입 [50%] 35,000원  17,800원 https://bit.ly/3SIN6IH",595,6 days ago (edited),[sub] 10주년기념와글
1,Why not subtitle Indonesia???,3,6 days ago,[sub] 10주년기념와글
2,아니 서울 쌍둥이 우승했는데 재미로 쿠키 하나 찍어주시지 ㅋㅋㅋ 성동일감독님 축하해주는 나정이 쓰레기,24,6 days ago,[sub] 10주년기념와글
3,작년부터 쭉썼는데 요즘 카페에서 맨날 보이던 디퓨저가 이제 십오야에까지 나왔네요ㅋㅋㅋㅋ 전 얼마전에 산게 너무 아깝지만 세일하니까 또 쟁여두러 갑니다....ㅎ,1,6 days ago,[sub] 10주년기념와글
4,"집에있는거 디퓨저 여기서도 보이니까 왤케 반갑죠 특히 또 제일 좋아하던 응사 드라마 배우들과 함께 ,,,",1,6 days ago,[sub] 10주년기념와글
5, @dewican4065  한국어를 배워보는건 어떠니,4,6 days ago,[sub] 10주년기념와글
6,PPL덩어리 영상 음~,2,6 days ago,[sub] 10주년기념와글
7,헤트라스 디퓨져 선물 받아서 써봤는데 향 대박좋아요!! 지인들 선물용으로 딱입니다!! 강추!!,2,6 days ago,[sub] 10주년기념와글
8,미친 40분에 광고가 2개네 ㅋㅋㅋ 여기가 조회수랑 수입이 괜찮긴 하나보다 ㅋㅋ,6,6 days ago,[sub] 10주년기념와글
9,Ppl에 작업댓글들까지..심히 불편하구만ㅋㅋ,4,6 days ago,[sub] 10주년기념와글
10,노란색 자막 잘 안보여요 ㅠ,1,6 days ago,[sub] 10주년기념와글
11,와 응사가 10년이나 되었다니 믿기지가 않네... 추억 새록새록 .... 그나저나 음식이 정말 한가득... 큰손들....,6.8K,6 days ago (edited),[sub] 10주년기념와글
12,"저도 그렇게 생각했었네요 이게 벌써10년이나 지났다니 세월이 빠르게,흘러갔네요",55,6 days ago,[sub] 10주년기념와글
