,comment,like,time,title_list
0,첫째아드님은 군더더기 없는 설명과 간편하고 누구나 따라하기 쉬운 방법이라 넘 좋습니다.또 이런 저런 비교 방법도 고맙습니다다만 아쉬운 점은 자세를 곧게 펴고 하시면 건강에도 도움되시고 보는 이도 편안할 것 같습니다.항상 감사드립니다,3,2 days ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
1,허리를 굽혀서 일을 오래해서 그런가봐요..교정해보도록 노력하겠습니다! 감사합니다!!,1,1 day ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
2,집집마다 들어가는 재료와 순서가 제각각이지만  셰프 님의 방식을 또 한수 배워갑니다  요즘 먹기 딱 좋은 계절이네요항상 비교해 주시는 수고로움도 감사하구요,51,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
3,저도 내공이 많이 부족해서 열심히 배우고 있습니다ㅎㅎ도움이 되셨다니 감사합니다!!,3,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
4,말씀을 예쁘게 하시니 보는 제가 기분이 더 좋으네요,3,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
5,저는 압력솥에다가 끓이면 12분 걸리는데 이건 영양손실이 올수 있나요?,0,13 days ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
6,수육 삶은게 저는 힘들다 느껴 잘 안했는데이 영상보고 벌써 두번이나 했습니다  진짜 찐으로 맛있습니다  돼지 잘 안드시는 우리엄마가 이렇게 맛난 수육은 첨이라 하실정도로 잘 드셨습니다 정확하거 쉽게 설명해주시는,60,2 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
7,좋은말씀 너무 감사드립니다ㅎㅎ맛있게 드세요!,5,2 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
8,수비드기계로 하시면 쉬워요~,1,5 days ago (edited),삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
9,보통 레시피는 요리 과정만 알려주고 그렇게 하는 이유는 알려주지 않던데 설명까지 해주시니 굉장히 도움이 되네요,1,11 hours ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
10,도움이 될 수 있어 뿌듯합니다!!,0,5 hours ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
11,진짜 자세한설명에 안해먹을수가없네요~~뭐든 따라하는데 가족ㄹ 모두 박수를쳐줘요~~우리 아빤 요리사래요 ㅎㅎㅎ아찌 주부가 ...항상 감사요,48,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
12,가족들이 좋아해주신다니 제가 다 뿌듯합니다앞으로도 요리 잘하는 아빠가 되실 수 있도록 노력하겠습니다!!,4,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
13,자세한 설명 정말 감사드립니다!!수육 삶는게 어렵다고 생각해서 잘 안해먹게 되는데정확하고 쉽게 설명해주시니 어렵지 않게 할 수 있네용^^,5,5 days ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
14,시청해주셔서 감사합니다!!,0,4 days ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
15,와우!!! 촉촉 보들보들 수육 삶는 과정은 어디에서 볼수없는 최고의 비법이예요!! 끓는 물에 삶기 시작은 알고 있었는데 끓은 시점부터 두껑열고 중약불 40분삶고 10분뜸들이기~낼모레 김장때 수육할건데 따라해볼께요구독 꾸욱!!감사합니다^^,26,3 weeks ago (edited),삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
16,도움이 되셨다니 감사합니다!김장하시고 수육 맛있게 삶아서 드세요,0,3 weeks ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
17,ㅈ691,0,1 day ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
18,설명이 간결하고 이해하기 쉬워서 너무 좋아요,1,1 day ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
19,도움이 되셨다니 좋습니다!!,0,5 hours ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
20,우와 엄마가 설명해준 그대로네요 실제로 그렇게 첫 수육을 해봤는데 대성공했었거든요 다른것도 잘 참고해보겠습니다,1,13 hours ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
21,도움이 되셨다니 감사합니다!,0,5 hours ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
22,"1. 잡내 제거- 국내산 고기는 잡내 별로 없음- 수입산 냉동고기는 있을 수 있어, 완전 해동 후 커피포트 뜨거운 물 한 번 겉에 뿌려서 잡내 제거하기- 국내산 고기고 겉 부분 찬물로 씻어주면 맛이 깔끔해짐",32,5 days ago (edited),삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
23,깔끔한 정리네요!,1,4 days ago,삶는 순서만 '이렇게' 바꿔줘도 수육 누린내 없이 촉촉해집니다! / 수육 맛있게 삶는법
